"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
11200,11200,"36 months","14.96%",388.04,"D","D2","Norton Hospital","3 years","OTHER",47000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=433878","I am looking to consolidate 4 debts.  I make good money and can pay this off very fast, including probably making payments for more than the minimum required.  I work in the healthcare field as a Medical Technologist (ASCP) and I have great job security due to a shortage of us.  As you will see by my credit report, I make my payments on time.  I am a very responsible person and I hope you will approve me for this loan. Borrower added on 01/22/10 > I am willing to make extra payments on this loan to get it paid off faster!<br/>","debt_consolidation","Consolidation Loan","402xx",16.09,0,"5/1/99",6,26,NA,20,0,11005,37.2,43,FALSE,NA,6043,0
5450,5450,"36 months","12.67%",182.77,"D","D2","screen actors guild","10+ years","OWN",74000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=240974","I am looking to pay off all my credit cards and close the accounts","debt_consolidation","credit card pay off","100xx",11.25,0,"11/1/85",0,42,0,16,0,30949,54.3,29,FALSE,NA,2634,0
12000,12000,"36 months","13.16%",405.25,"C","C3","Radiant Systems","< 1 year","RENT",34000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=371505","The purpose of the loan is for Debt Consolidation, some of my cards rates are going up and I would like to consolidate them into one easy payment at a lower rate. I would also like to note that I have never been late on any kind of loan payment.","debt_consolidation","Debt Consolidation","926xx",19.55,0,"3/1/02",0,NA,NA,9,0,23806,76.1,11,FALSE,NA,6273,0
12000,12000,"36 months","9.91%",386.7,"B","B1","MILLENNIUM BILTMORE HOTEL","10+ years","OWN",33000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063828","Borrower added on 12/09/11 > TO PAY CREDIT CARD OFF.<br><br> Borrower added on 12/09/11 > TO PAY OFF CREDIT CARD<br><br> Borrower added on 12/09/11 > PAY OFF CREDIT CARD .<br> Borrower added on 12/14/11 > paying credit card off<br><br>  Borrower added on 12/17/11 > to pay off  high interest credit card.i plan to used the loan to pay off high<br>interest credit cards.i have been working at the same job for many years and plan to continue working at the same job. i am very greatful for the loan and to all the investors who have help me with this loan. thank you .<br>","credit_card","Credit Card","907xx",18.8,0,"9/1/90",0,NA,NA,5,0,17229,74.9,10,FALSE,NA,6505,0
5000,5000,"36 months","9.91%",161.13,"B","B1",NA,"n/a","RENT",38000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1011873",NA,"debt_consolidation","debt consolidation","445xx",28.77,0,"9/1/98",1,NA,NA,3,0,0,8.8,26,FALSE,NA,2471,1
12000,12000,"60 months","15.27%",287.19,"C","C4","Sound Mental Health","9 years","MORTGAGE",38417.6,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1053948","Borrower added on 12/04/11 > I currently have four different rate credit cards and want to consolidate and pay off completely.  After buying a house, this was the next step in becoming completely self sufficient and eliminating my debt.<br>","credit_card","Credit Card Loan","981xx",10.37,0,"7/1/00",2,NA,NA,5,0,11646,93.9,13,FALSE,NA,6597,0
5000,5000,"36 months","13.11%",168.73,"C","C2",NA,"n/a","RENT",55260,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=496922","Borrower added on 03/20/10 > Your quick approval is highly appreciated. I needed the money for an emergency dental treatment for me and my wife.<br/>","medical","RomyPJ Funds","891xx",17.46,0,"11/1/95",4,NA,NA,6,0,1871,60.4,10,FALSE,NA,2147,0
30000,30000,"60 months","10.37%",642.89,"B","B3",NA,"10+ years","MORTGAGE",83200,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=708767","Borrower added on 03/23/11 > I plan on installing a swimming pool for my family. I have a very stable job and make all my payments on time.My credit rating has been recorded as excellent.<br/>","home_improvement","Pool Time","064xx",10.21,0,"7/1/91",0,NA,NA,15,0,7086,11.7,29,FALSE,NA,9714,0
15000,15000,"36 months","6.99%",463.09,"A","A3","Open Text","10+ years","RENT",99000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=808247","Borrower added on 07/08/11 > Used to spread a large one-time payment over 3 years. There is little to no risk of default.<br/>","debt_consolidation","MSA Settlement Payment","323xx",5.5,0,"6/1/00",0,NA,NA,5,0,7082,16.4,8,FALSE,NA,7512,0
3000,3000,"60 months","14.83%",71.11,"D","D3","EmblemHealth","4 years","RENT",42000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=638166","Borrower added on 12/23/10 > I Was recently told I'll have to move within the next 2-3 weeks.  This is all the advanced notice I received.  This loan will be used for costs related to the move (security deposit, broker fees etc).  I am financially stable save for this emergency and I am employed permanently.  My job is stable and I have been there for close to 5 years.<br/>","other","Loan Funds1","117xx",14.09,0,"3/1/98",2,57,NA,15,0,4843,36.7,24,FALSE,NA,1034,0
4800,4800,"36 months","14.65%",165.58,"C","C3","Best Buy","2 years","RENT",14400,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=890104","Borrower added on 09/19/11 > I need the money to purchase a car. Reliable when it comes to paying on time every time, but credit history is still young.<br/>","car","Car Loan","953xx",2.08,0,"6/1/06",1,33,NA,2,0,40,2.2,9,FALSE,NA,1921,0
4800,4800,"36 months","7.14%",148.51,"A","A3","Libertyville High School","10+ years","MORTGAGE",1e+05,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=501474",NA,"debt_consolidation","Consolidate Debts","600xx",13.21,0,"2/1/97",2,NA,NA,15,0,4664,5.9,31,FALSE,NA,1950,0
4000,4000,"36 months","8.94%",127.09,"A","A5","landmark theatres","3 years","RENT",20400,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=466314","585615 added on 12/04/09 > your help is greatly appreciated.  i would really like to avoid turning to a credit card to help me move.  thank you and happy holidays.<br/>","moving","need help with moving expenses and would like to stay out of credit card debt.","941xx",3.88,0,"10/1/98",0,35,NA,7,0,1146,19.4,15,FALSE,NA,1577,0
25000,25000,"60 months","14.46%",587.69,"D","D2","Bonland Industries","4 years","RENT",97920,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=637885","Borrower added on 12/30/10 > Citi 1: $4,472.13, 18.990%, $100<br/>Citi 2: $5,834.19, 13.240%, $100<br/>Discover: $5,873.08, 14.24%, $100 <br/>USAA 1: $5,746.14, 14.75% $200<br/>USAA 2: $2,391.25, 8.69% $300<br/>","debt_consolidation","Consolidation","106xx",13.46,0,"12/1/98",0,80,NA,11,0,14026,43.8,24,FALSE,NA,9538,1
15000,15000,"36 months","9.99%",483.94,"B","B4","Needhams Companies","6 years","MORTGAGE",102000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=643511",NA,"debt_consolidation","Credit Card Consolidation","193xx",13.2,0,"11/1/95",7,NA,NA,17,0,13942,46.3,54,FALSE,NA,7589,1
6000,6000,"36 months","5.79%",181.97,"A","A2","Rebling Plastics","7 years","RENT",61500,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=675497","Borrower added on 02/15/11 > Hi - this loan is for the sole purpose of paying off my existing Lending Club Loan.  Please feel free to ask me questions.  As you will see, I have great credit - thanks!<br/>","debt_consolidation","LendingClubPayoff","189xx",20.29,0,"12/1/84",1,77,NA,11,0,7625,24.4,40,FALSE,NA,3020,0
14000,14000,"36 months","7.51%",435.56,"A","A4","Ameriprise Financial","5 years","MORTGAGE",69000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=552762","Borrower added on 09/13/10 > The proceeds of this look will assist me in purchasing an established Auto Detailing Center.  The business has been established for 5 years and has had positive cash-flows every year.  The existing general manager will remain and I will continue my full time employment at Ameriprise Financial.<br/>","small_business","Business Purchase","554xx",6.75,0,"10/1/99",2,NA,NA,10,0,6741,28.4,25,FALSE,NA,7065,0
1000,1000,"36 months","7.12%",30.94,"A","A1",NA,"< 1 year","MORTGAGE",120000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=186499","No more then 25$ per lender. Please read the rest  I'm applying for this loan to raise money to donate to any organization in the San Francisco, bay area researching new renewable sources of energy or any group helping to raise awareness of the potential serious danger we are all facing if we don't start taking global warming seriously.   My credit is excellent (see my details) and I don't really need the money. From a common sense point of view it might seem stupid to borrow the money and donate it and then pay interest on it for 3 years. The real benefit I'm hoping to achieve from it is to make Lending Club person-to-person platform work for me to reach 40 people interested in investing 25 dollars each (40x25 = 1,000), I am sure once these lender invest in this loan they will feel a little more involved, and talk about it to others (it  works, trust me). Please do not invest more then 25$ each at this loan, I'm hoping to get all the 40 to contribute.  I haven´č_t decided yet which organization I will donate the 1,000 to, I'm hoping I will receive lenders suggestions through the questions/answers available from the loan Details page, I will use one of the answers to make my choice public.  Thanks,","other","Research On Global Warming","941xx",0.65,0,"7/1/97",1,0,0,7,0,2227,3.8,37,FALSE,NA,55,0
15000,15000,"36 months","12.98%",505.27,"C","C3","US Bank","< 1 year","MORTGAGE",82000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=607447","Borrower added on 11/01/10 > credit card consolidation loan<br/> Borrower added on 11/02/10 > no late payments for 8 yrs, 82K salary<br/>","credit_card","personal loan","554xx",14.25,0,"11/1/94",0,NA,100,12,1,16223,76.9,29,FALSE,NA,7366,0
15000,15000,"36 months","8.94%",476.58,"A","A5","North Salem Central School District","10+ years","OWN",102000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=445702","buying a car for my son","car","personal","105xx",6.21,0,"6/1/98",2,NA,NA,7,0,4054,6,19,FALSE,NA,7564,0
5000,5000,"36 months","9.32%",159.74,"A","A4","U.S. Air Force","10+ years","MORTGAGE",50004,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=367150","using loan to finance wheels and tire from super buy tires","other","for car","290xx",0.36,3,"2/1/00",2,9,NA,10,0,49,0.5,32,FALSE,NA,2453,0
10000,10000,"60 months","11.49%",219.88,"B","B4","The Boeing Company","2 years","MORTGAGE",82000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=574222","Borrower added on 09/01/10 > The funds will be used to do some required remodeling at our new home.  What makes me a good borrower, is my credit history.  I have never been late, have no collections on any of the money I have borrowed.  My job is stable.  I am an engineer that specializes in structural analysis in the commercial aviation industry.  Total household income is over 160k.<br/>","home_improvement","Home Improvement Loan","908xx",21.12,0,"6/1/97",3,NA,NA,15,0,17547,51.8,43,FALSE,NA,5716,0
12000,12000,"36 months","6.92%",370.09,"A","A3","Parkinson's Action Network","5 years","MORTGAGE",72000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=677032",NA,"debt_consolidation","Debt Consolidation","200xx",10.88,0,"3/1/99",0,NA,NA,6,0,2460,32.8,7,FALSE,NA,6408,0
10000,10000,"36 months","11.36%",329.1,"B","B5","Los Angeles County Department of Social","10+ years","RENT",70800,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=516073","Borrower added on 05/14/10 > This loan will pay for some of my smaller debt by consolidating it into one small payment.  It'll get me get out of debt faster paying less interest than we do at this time.  I have been  working for LA County DPSS for 16 years in good standing.  I started as a regular case worker for Welfare and now I'm in management.  I have always paid my bills on time and I do have a good record at that.  My credit report is clean.  I also have a car payment that is good standing.<br/>","debt_consolidation","Debt Consolidation","914xx",20.31,0,"4/1/95",0,NA,NA,11,0,24672,63.8,19,FALSE,NA,5202,0
16400,16400,"60 months","16.77%",405.56,"D","D2","NYC transit authority","10+ years","MORTGAGE",75000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=981878","Borrower added on 10/07/11 > Want to consolidate a loan and credit cards. I have never been late on a payment in my life and have already paid off 2 lending club loans worth 28k. Have been at the same job 14years with great job security as a new York city civil servant .<br/>","debt_consolidation","Consolidate debt","103xx",9.38,0,"4/1/97",2,NA,NA,16,0,69461,47.3,37,FALSE,NA,8000,1
5000,5000,"36 months","9.32%",159.74,"A","A4","Alcoa Howmet","3 years","RENT",30000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=371299","I am requesting a loan to cover combined debt between my fiance and myself. For current debts and expenses in the near future.","other","Personal Loan","070xx",14.16,0,"10/1/93",2,NA,NA,6,0,1445,6.5,9,FALSE,NA,2449,0
5400,5400,"36 months","9.38%",172.68,"A","A5","Lockheed Martin","1 year","MORTGAGE",98406,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=358547","This loan will be used to pay off a high interest credit card that we obtained specifically to pay for our replacement vinyl windows, through the window company. We received 0% interest for the first 6 months, and have been paying $216 a month since June. The promotional rate of 0% is ending soon (in November); the rate will then jump up to 21.90%, retroactive to when we first purchased the windows. Originally, we had expected to take out a home equity loan to pay for the windows before the promotional rate ended. With the drop in our house's market value, the credit crunch, etc..., that is no longer a viable option. Plan B was to transfer the balance from the window credit card to an existing credit card that has more than enough available credit. Terms on this card are 8.874% APR, as long as we pay at least 5% of the balance each month (which we do). Unfortunately, that credit card company is not offering any balance transfer offers at the moment (surprise, surprise!), so Plan C is to use a convenience check from that credit card, which carries the cash advance terms of 16.453% APR, with a 3% fee (no cap). I decided to look into Lending Club as a potentially better Plan C.  I am a good candidate for this loan because I have excellent credit and have never missed or been late on a payment in almost 20 years of borrowing. I have a stable, secure, decent paying job. I have been with my current employer for only 1 year and 7 months, but have been in the same industry for 12 years, with only one previous employer (in this industry). The current amount we pay to the window credit card is $216 a month, which is easily manageable. The monthly payment for the Lending Club loan will be less than this amount.","credit_card","Replacement Windows - High Rate Card","809xx",19.36,0,"5/1/92",2,NA,NA,9,0,36976,53.1,26,FALSE,NA,2628,0
